ticker,parametric,historical,mc_gaussian
DHR US Equity,0.04070796460176991,0.04424778761061947,0.04070796460176991
EW UN Equity,0.007079646017699115,0.007079646017699115,0.007079646017699115
HIG US EQUITY,0.02831858407079646,0.03008849557522124,0.02831858407079646
NDAQ US EQUITY,0.02654867256637168,0.02831858407079646,0.02654867256637168
PANW US EQUITY,0.03008849557522124,0.033628318584070796,0.02654867256637168
TDY US EQUITY,0.02654867256637168,0.02654867256637168,0.024778761061946902
VRTX US Equity,0.03716814159292035,0.05132743362831858,0.03716814159292035
