,0
n_giorni_logret,782.0
rendimento_totale_log,0.34771318382510835
rendimento_totale_simple,0.4158261096699498
media_giornaliera_log_ret,0.0004446460151216188
vol_giornaliera_campione,0.009561523403032948
vol_ann_campione_sqrt252,0.15178447847609514
roll_window_giorni,21.0
