ticker,var_parametric,var_historical,var_mc_gaussian
DHR US Equity,0.028847137145186455,0.027150589917288245,0.028924048199604164
EW UN Equity,0.0360384405133227,0.027304823787468076,0.03593725305398429
HIG US EQUITY,0.021963636386456705,0.02198953942506321,0.022019079369726458
NDAQ US EQUITY,0.023733002879368238,0.022935964883289296,0.023603883067828565
PANW US EQUITY,0.04186549115261263,0.03797983200690975,0.04173719654076262
TDY US EQUITY,0.024183891028775318,0.02311088850366763,0.024322612171384258
VRTX US Equity,0.028710228293761898,0.023530080098613626,0.028588668344337532
