ticker,n_prices,n_returns,start,end,years,total_return_simple,total_return_log,CAGR,mean_logret_daily,vol_logret_daily,vol_logret_ann_static,skew_logret,excess_kurt_logret,JB_stat,JB_pvalue
DHR US Equity,1131,1130,2021-07-19,2025-11-17,4.331279945242985,-0.12048353724575889,-0.1283829966690318,-0.02920590812734558,-0.00011361327138852724,0.017468742143975365,0.27730768458043253,0.016550159430016368,4.452154348717903,922.878603244541,3.976102505537068e-201
EW UN Equity,1131,1130,2021-07-19,2025-11-17,4.331279945242985,-0.16140316781653874,-0.17602522175861807,-0.039825713789109596,-0.00015577453252975005,0.02181511193023109,0.34630416594257823,-5.211451887736848,84.05781086093485,334803.143578195,0.0
HIG US EQUITY,1131,1130,2021-07-19,2025-11-17,4.331279945242985,1.180677745193874,0.7796357207747713,0.1972188365726233,0.0006899431157298837,0.013772398425610744,0.2186300471463812,-0.3901566858885355,3.3099964677342446,538.2468330459052,1.3218593677285824e-117
NDAQ US EQUITY,1131,1130,2021-07-19,2025-11-17,4.331279945242985,0.4746824724809484,0.3884426937229754,0.09382761533343031,0.00034375459621502244,0.014637629197563598,0.23236515984198733,-0.751183257295384,7.6495586673482165,2833.0056882172034,0.0
PANW US EQUITY,1131,1130,2021-07-19,2025-11-17,4.331279945242985,2.162216710062089,1.151273272195324,0.3044798790084009,0.0010188259045976293,0.026071813536801377,0.4138772090809427,-1.4009880990458772,27.745648912159847,36280.962103685684,0.0
TDY US EQUITY,1131,1130,2021-07-19,2025-11-17,4.331279945242985,0.1926664445819255,0.17619151020984156,0.04151757399586131,0.00015592169045118768,0.014797555430106723,0.2349039100785349,-0.6205121209065618,6.211502681482672,1869.818995139024,0.0
VRTX US Equity,1131,1130,2021-07-19,2025-11-17,4.331279945242985,1.1940875326239708,0.7857662574218173,0.19891459181440418,0.0006953683693998355,0.01787733338781109,0.28379386949483987,-2.0715573750845553,30.676167794391894,44706.760479735596,0.0
